date,Governorate,District,Village Name/ /ozla,Type,Facility name,Phase,Status,Comments (if any),Installed/planned capacity (kW),Male Beneficiaries (approx.),Female Beneficiaries (approx.),Total Beneficiaries (approx.),Coordinate
2025-05-29,Hadramawt,Ghayl Bin Yamin,Al Makd,Clinic,Ghail Bin Yamin Hospital,Roll-Out-4,Energized,Lot-1,22.0,9708.0,6516.0,16224,"15.546263,49.350587"
2025-05-29,Shabwah,Markhah As Sufla,Khorah,Clinic,Khorah Health Center,Roll-Out-4,Energized,Lot-1,17.6,8852.0,13287.0,22139,"14.436395,46.144904"
2025-05-29,Shabwah,Bayhan,Bayhan,School,Raydan School,Roll-Out-4,Energized,Lot-1,13.2,0.0,1464.0,1464,"14.798502,45.713770"
2025-05-29,Shabwah,Habban,Huda,School,Qaflah School,Roll-Out-4,Energized,Lot-1,6.6,139.0,125.0,264,"14.230890,47.195360"
2025-05-29,Abyan,Khanfar,Al Kaud,Clinic,Al-Kaud Maternity Center,Roll-Out-4,Energized,Lot-1,8.8,10000.0,7579.0,17579,"13.086385, 45.366191"
2025-05-29,Abyan,Mudiyah,Qawqb,Clinic,Qawqab Health Center,Roll-Out-4,Energized,Lot-1,8.8,13500.0,12500.0,26000,"13.926986, 46.184748"
2025-05-29,Abyan,Khanfar,Bateis,Clinic,Bataees Health Center,Roll-Out-4,Energized,Lot-1,13.2,9000.0,11000.0,20000,"13.340667, 45.298848"
2025-05-29,Ad Dali,Jahaf,Al Akamah,Clinic,Al-Akmah Health Center,Roll-Out-4,Energized,Lot-1,6.6,1624.0,1732.0,3356,"13.741290,44.669910"
2025-05-29,Ad Dali,Jahaf,Al Ozlah,Clinic,Al-Ozlah Health Center,Roll-Out-4,Energized,Lot-1,8.8,6300.0,7428.0,13728,"13.701712, 44.682809"
2025-05-29,Taiz,Hayfan,Ma'ashar,Clinic,Ma'ashar Health Center,Roll-Out-4,Energized,Lot-1,8.8,175.0,239.0,414,"13.27224,44.32125"
2025-05-29,Taiz,Hayfan,AL NAWBAH,Clinic,Al-Nawbah Health Center,Roll-Out-4,Energized,Lot-1,8.8,1272.0,3684.0,4956,"13.2992038,44.3101067"
2025-05-29,Taiz,Al Mawasit,AL-ASHROOH,Clinic,Al-Ashrooh Health Center,Roll-Out-4,Energized,Lot-1,6.6,5448.0,6312.0,11760,"13.26078,44.10291"
2025-05-29,Taiz,Al Mawasit,AL-THANEEB BANI YOUSEF,Clinic,Al-OjaIl Health Center,Roll-Out-4,Energized,Lot-1,6.6,456.0,864.0,1320,"13.32244,44.14604"
2025-05-29,Taiz,Al Maafer,Sooq Al-Ahed,Clinic,22-May Health Center,Roll-Out-4,Energized,Lot-1,4.4,3431.0,3741.0,7172,"13.34883,44.05156"
2025-05-29,Taiz,Jabal Habashi,AL-MANOM,Clinic,Ash-Shaheed Al-Durah Health Center,Roll-Out-4,Energized,Lot-1,6.6,290.0,450.0,740,"13.47432,43.87916"
2025-05-29,Taiz,Sabir Al Mawadim,AL-AROOS,Clinic,Al-Aroos Rural Hospital,Roll-Out-4,Energized,Lot-1,17.6,0.0,716.0,716,"13.51832,44.04748"
2025-05-29,Taiz,Mashrah Wa Hadnan,MASHRA'A,Clinic,Al-Fateh Health Center,Roll-Out-4,Energized,Lot-1,8.8,2604.0,3406.0,6010,"13.52838,43.9917"
2025-05-29,Taiz,Ash Shamayatayn,BANI OMER,Clinic,Bani Omar Health Center,Roll-Out-4,Energized,Lot-1,6.6,2765.0,2995.0,5760,"13.18934,43.93403"
2025-05-29,Lahj,Tur Al Bahah,AL FARSHAH,Clinic,Al-Farshah Health Center,Roll-Out-4,Energized,Lot-1,8.8,2210.0,3052.0,5262,"13.13205,44.4187"
2025-05-29,Hajjah,Qarah,Almajamea,Clinic,Al-Majame'e Health Center,Roll-Out-4,Energized,Lot-2,6.6,5467.0,3962.0,9429,"16.423806, 43.431389"
2025-05-29,Taiz,Ash Shamayatayn,Bani Omar,Clinic,Bani Omar Health Center,Roll-Out-4,Energized,Lot-2,8.8,3495.0,2570.0,6065,"16.149361, 43.422333"
2025-05-29,Hajjah,Bakil Al Mir,Fas,Clinic,Fas Health Center - Bakil Al-Mair,Roll-Out-4,Energized,Lot-2,8.8,5230.0,3545.0,8775,"16.405500, 43.300722"
2025-05-29,Hajjah,Washhah,Dhaean,Clinic,Al-Rabo'a Health Center,Roll-Out-4,Energized,Lot-2,8.8,7700.0,4562.0,12262,"16.322389, 43.398667"
2025-05-29,Hajjah,Ash Shahil,Al-Qaeda,Clinic,Al-Qa'eda Health Center,Roll-Out-4,Energized,Lot-2,8.8,3219.0,2840.0,6059,"15.852816, 43.456217"
2025-05-29,Hajjah,Hajjah,Habsah,Clinic,Khawlan Health Center,Roll-Out-4,Energized,Lot-2,4.4,3086.0,2340.0,5426,"15.670527, 43.468357"
2025-05-29,Al Hodeidah,Bajil,Kadaf Zumailah,Clinic,Kadaf Zumailah Health Center,Roll-Out-4,Energized,Lot-2,6.6,4000.0,4800.0,8800,"15.006697, 43.233107"
2025-05-29,Al Hodeidah,Jabal Ras,Al Hawaz,Clinic,Al-Hawaz Health Center,Roll-Out-4,Energized,Lot-2,4.4,963.0,1400.0,2363,"14.043407, 43.609032"
2025-05-29,Al Hodeidah,Bajil,Al Kabiah,Clinic,Al-Qabiah Health Center,Roll-Out-4,Energized,Lot-2,6.6,3000.0,3900.0,6900,"15.178855, 43.165143"
2025-05-29,Al Hodeidah,Ad Dohi,Al Sarh,Clinic,Al Sarh Health Center,Roll-Out-4,Energized,Lot-2,4.4,1312.0,1911.0,3223,"15.235905, 43.232302"
2025-05-29,Al Hodeidah,Al Mighlaf,Al Mighlaf,Clinic,Al Mighlaf Health Center,Roll-Out-4,Energized,Lot-2,13.2,3115.0,5745.0,8860,"15.287989, 43.190653"
2025-05-29,Al Hodeidah,Zabid,Al Hitar,Clinic,Al Hitar Health Center,Roll-Out-4,Energized,Lot-2,13.2,1965.0,4344.0,6309,"14.233460, 43.378976"
2025-05-29,Al Mahwit,Ar Rujum,Bait Al Bishari,Clinic,Bait Al Bishari Health Center,Roll-Out-4,Energized,Lot-2,6.6,1200.0,3600.0,4800,"15.484011, 43.587416"
2025-05-29,Al Mahwit,Ar Rujum,Aba'ar Al Hajr,Clinic,Wadi Aba'ar Al Hajr Health Center,Roll-Out-4,Energized,Lot-2,6.6,1200.0,2400.0,3600,"15.526723, 43.649793"
2025-05-29,Al Mahwit,Al Khabt,Al Wasitah,Clinic,Al Wasitah Health Center,Roll-Out-4,Energized,Lot-2,6.6,770.0,1000.0,1770,"15.460095, 43.355733"
2025-05-29,Al Mahwit,Hufash,Brawid,Clinic,Brawid Health Center,Roll-Out-4,Energized,Lot-2,4.4,1400.0,2400.0,3800,"15.351263, 43.407126"
2025-05-29,Al Mahwit,Shibam,Wadi Ghaswan,Clinic,Wadi Ghaswan Health Center,Roll-Out-4,Energized,Lot-2,4.4,840.0,1560.0,2400,"15.507832, 43.842119"
2025-05-29,Sana'a,Bani Hushaysh,Bait Al Henami,Clinic,Bait Al-Henami Health Center,Roll-Out-4,Energized,Lot-2,13.2,3600.0,5400.0,9000,"15.454375,44.326676"
2025-05-29,Sana'a,Bani Matar,Ladan,Clinic,Ladan Health Center,Roll-Out-4,Energized,Lot-2,8.8,1800.0,2400.0,4200,"15.199669,44.109411"
2025-05-29,Dhamar,Mayfaat Ans,Al Garashah,Clinic,Al Garashah Health Center,Roll-Out-4,Energized,Lot-2,13.2,2400.0,3000.0,5400,"14.580967, 44.563035"
2025-05-29,Sa'dah,Haydan,Al-Juma'a,Clinic,Al-Juma'a Health Center,Roll-Out-4,Energized,Lot-3,6.6,740.0,920.0,1660,"16.7642, 43.38305"
2025-05-29,Sa'dah,Saqin,Al-Fawt,Clinic,Al-Fawt Health Center,Roll-Out-4,Energized,Lot-3,6.6,3000.0,3600.0,6600,"16.83923, 43.39989"
2025-05-29,Sa'dah,Monabbih,Al-Ozd,Clinic,Al-Ozd Health Center,Roll-Out-4,Energized,Lot-3,6.6,1716.0,2364.0,4080,"17.14466, 43.24869"
2025-05-29,Sa'dah,Razih,Nayd Bareq,Clinic,Nayd Bareq Health Center,Roll-Out-4,Energized,Lot-3,6.6,9888.0,18000.0,27888,"16.92142, 43.2693"
2025-05-29,Sa'dah,Kitaf wa Al Boqa,Henodahan,Clinic,Henodahan Health Center,Roll-Out-4,Energized,Lot-3,4.4,5258.0,4857.0,10115,"16.96478, 44.26823"
2025-05-29,Sa'dah,Kitaf wa Al Boqa,Al-Atoor,Clinic,Al-Atoor Health Center,Roll-Out-4,Energized,Lot-3,6.6,5379.0,4971.0,10350,"17.01927, 44.30143"
2025-05-29,Sa'dah,Sahar,Al-Rabe'a,Clinic,Al-Rabe'a Health Center,Roll-Out-4,Energized,Lot-3,13.2,4812.0,6912.0,11724,"17.00888, 43.75722"
2025-05-29,Sa'dah,Sahar,Hamazat,Clinic,Hamazat Health Center,Roll-Out-4,Energized,Lot-3,6.6,8620.0,7635.0,16255,"16.98325, 43.76907"
2025-05-29,Sa'dah,Sahar,Bani Owaeer,Clinic,Bani Owaeer Al-Sharqi Health Center,Roll-Out-4,Energized,Lot-3,13.2,5040.0,9360.0,14400,"16.75748, 43.7461"
2025-05-29,Al Jawf,Al Matammah,A'l- Shanan,Clinic,Al-Shanan Health Center,Roll-Out-4,Energized,Lot-3,13.2,3600.0,4800.0,8400,"16.254363,44.438094"
2025-05-29,Al Jawf,Az Zahir,Suq Dda'am,Clinic,Suq Da'am Health Center,Roll-Out-4,Energized,Lot-3,6.6,4200.0,4800.0,9000,"16.330570,44.459968"
2025-05-29,Al Jawf,Barat Al Anan,Hijaan,Clinic,Amin Nasher Health Center,Roll-Out-4,Energized,Lot-3,6.6,1800.0,3000.0,4800,"16.772968,44.358232"
2025-05-29,Al Jawf,Rajuzah,Rajuzah,Clinic,Bart Rajouza Health Center,Roll-Out-4,Energized,Lot-3,17.6,6600.0,9000.0,15600,"16.698978,44.413548"
2025-05-29,Al Jawf,Barat Al Anan,Daris,Clinic,Daris Center for Maternity and Childhood,Roll-Out-4,Energized,Lot-3,6.6,1800.0,3000.0,4800,"16.760778,44.338839"
2025-05-29,Al Jawf,Barat Al Anan,Rahoob,Clinic,Rahoob Health Centre,Roll-Out-4,Energized,Lot-3,13.2,5364.0,8046.0,13410,"16.910284,44.455371"
2025-05-29,Al Jawf,Khab wa Ash Shaf,Al-Yatimah,Clinic,Al-Yatimah Health Center,Roll-Out-4,Energized,Lot-3,13.2,5266.0,7899.0,13165,"16.997230,45.044525"
2025-05-29,Al Jawf,Al Mutun,Al-Maton,Clinic,Al-Muton Hospital,Roll-Out-4,Energized,Lot-3,22.0,6600.0,12600.0,19200,"16.233374,44.587034"
2025-05-29,Al Jawf,Khab wa Ash Shaf,Al-Abraq,Clinic,Al-Abraq Health Center,Roll-Out-4,Energized,Lot-3,17.6,4800.0,7440.0,12240,"16.711636,44.833424"
2025-05-29,Al Jawf,Az Zahir,Az Zahir,Clinic,Al-Zaher Health Center,Roll-Out-4,Energized,Lot-3,6.6,3840.0,5400.0,9240,"16.316517, 44.496649"
2025-05-29,Al Bayda,Ash Sharyah,Al Sarhan,Clinic,Al-Wafa-Health Center,Roll-Out-4,Energized,Lot-3,6.6,2580.0,4284.0,6864,"14.310021,45.02506"
2025-05-29,Amran,Bani Surim,Alafeera,Well,Alafeera Well,Package#3,Energized,Lot-1,57.75,921.0,979.0,1900,"16.112595, 43.977606"
2025-05-29,Amran,Raydah,Bait Abu Maryam,Well,Bait Abu Maryam Well,Package#3,Energized,Lot-1,33.0,1640.0,1860.0,3500,"15.903225, 43.996991"
2025-05-29,Amran,Jabal Eyal Yazid,Bait Rattas,Well,Bait Rattas Well,Package#3,Energized,Lot-1,16.5,1218.0,1382.0,2600,"15.871938, 43.887384"
2025-05-29,Amran,Khamir,Aljeraf Alasfal,Well,Aljeraf Alasfal Well,Package#3,Energized,Lot-1,33.0,1129.0,1201.0,2330,"16.046040, 43.975350"
2025-05-29,Dhamar,Ans,Samah Al Olia,Well,Samah Al Olia Well,Package#3,Energized,Lot-1,41.25,2250.0,2550.0,4800,"14.473518, 44.488349"
2025-05-29,Dhamar,Al Hada,Kahlan Al Komaim,Well,Kahlan Al Komaim Well,Package#3,Energized,Lot-1,49.5,2022.0,2293.0,4315,"14.943527, 44.372042"
2025-05-29,Dhamar,Mayfaat Ans,Husn Qadeed,Well,Husn Qadeed Well,Package#3,Energized,Lot-1,33.0,19596.0,20844.0,40440,"14.588303, 44.524850"
2025-05-29,Dhamar,Mayfaat Ans,Waraqah,Well,Waraqah Water Well,Package#3,Energized,Lot-1,41.25,4054.0,4596.0,8650,"14.540751, 44.505602"
2025-05-29,Dhamar,Dawran Anis,Al Shumah,Well,Al Shumah Well,Package#3,Energized,Lot-1,33.0,3206.0,3894.0,7100,"14.757365, 44.035543"
2025-05-29,Dhamar,Dawran Anis,Bait Al Higry,Well,Bait Al Higry Well,Package#3,Energized,Lot-1,41.25,1581.0,2069.0,3650,"14.805658,44.057188"
2025-05-29,Al Hodeidah,Al Qanawis,Kadaf Albarqi,Well,Kadaf Albarqi Well,Package#3,Energized,Lot-1,16.5,1368.0,1662.0,3030,"15.23423, 42.90898"
2025-05-29,Al Hodeidah,As Sukhnah,Al Rad,Well,Al Rad Well,Package#3,Energized,Lot-1,16.5,1690.0,2210.0,3900,"14.757298, 43.273401"
2025-05-29,Sa'dah,Ghamr,Alrbain,Well,Alrbain Well,Package#3,Energized,Lot-1,57.75,1007.0,1143.0,2150,"16.94055, 43.3521"
2025-05-29,Al Bayda,Radman,Alrbain,Well,Al-Halabah Well,Package#3,Energized,Lot-1,4.4,1955.0,2375.0,4330,"14.405889, 45.335580"
2025-05-29,Al Bayda,Sabah,Al-Hajer,Well,Al-Hajer Well,Package#3,Energized,Lot-1,57.75,2109.0,2241.0,4350,"14.314124,44.684507"
2025-05-29,Ad Dali,Damt,Houmat Lahab,Well,Houmat Lahab St#1,Package#3,Energized,Lot-2,33.0,23568.0,28632.0,52200,"14.163305 , 44.731021"
2025-05-29,Ad Dali,Damt,Houmat Lahab,Well,Houmat Lahab St#2,Package#3,Energized,Lot-2,33.0,2308.0,2820.0,5128,"14.16391, 44.73461"
2025-05-29,Ad Dali,Damt,Houmat Lahab,Well,Houmat Lahab St#3,Package#3,Energized,Lot-2,16.5,1148.0,1502.0,2650,"14.171161, 44.742706"
2025-05-29,Ad Dali,Qatabah,Alorer,Well,Alorer Well,Package#3,Energized,Lot-2,57.75,1876.0,2454.0,4330,"13.919551,44.506205"
2025-05-29,Shabwah,Ataq,Mas,Well,Al-Jabiyah Mas Well,Package#3,Energized,Lot-2,82.5,1721.0,1853.0,3574,"14.536492,46.904797"
2025-05-29,Shabwah,Ar Rawdah,Emqaeen,Well,Emqaeen Well,Package#3,Energized,Lot-2,57.75,2432.0,2758.0,5190,"14.604896°, 47.145903"
2025-05-29,Shabwah,Nisab,Nisab,Well,Nisab No.3 Well,Package#3,Energized,Lot-2,24.75,2605.0,3165.0,5770,"14.503053, 46.482568"
2025-05-29,Shabwah,Markhah As Sufla,Ghilan,Well,Ghilan Well,Package#3,Energized,Lot-2,8.25,2088.0,2732.0,4820,"14.618577, 46.217519"
2025-05-29,Shabwah,Nisab,Suqam,Well,Suqam Well,Package#3,Energized,Lot-2,24.75,2327.0,2473.0,4800,"14.405228, 46.519844"
2025-05-29,Shabwah,Jardan,Al-Jif Bin Atef,Well,Al-Jif Bin Atef Well,Package#3,Energized,Lot-2,57.75,2109.0,2391.0,4500,"14.900233,47.076286"
2025-05-29,Ibb,Ash Shair,Al Abas,Well,Al Abas Well,Package#3,Energized,Lot-2,33.0,5200.0,6800.0,12000,"14.077984, 44.298612"
2025-05-29,Ibb,Al Qafr,Bait Swaid,Well,Gemash &Bait Swaid Well,Package#3,Energized,Lot-2,41.25,2491.0,3259.0,5750,"14.299942, 44.256929"
2025-05-29,Ibb,Badan,Marqah,Well,Marqah Well,Package#3,Energized,Lot-2,8.25,2074.0,2246.0,4320,"13.984653, 44.259427"
2025-05-29,Ibb,An Nadirah,Al Miftah Al A'Ala,Well,Al Miftah Al A'Ala St#1,Package#3,Energized,Lot-2,57.75,2516.0,2674.0,5190,"14.097223, 44.468425"
2025-05-29,Ibb,An Nadirah,Al Miftah Al A'Ala,Well,Al Miftah Al A'Ala St#2,Package#3,Energized,Lot-3,41.25,2099.0,2231.0,4330,"14.084157, 44.463581"
2025-05-29,Ibb,An Nadirah,Al Miftah Al A'Ala,Well,Al Miftah Al A'Ala St#3,Package#3,Energized,Lot-3,33.0,2812.0,2988.0,5800,"14.070691, 44.464231"
2025-05-29,Ibb,Yarim,Kitab,Well,Kitab St#1,Package#3,Energized,Lot-3,41.25,2569.0,2731.0,5300,"14.198532,44.295171"
2025-05-29,Ibb,Yarim,Kitab,Well,Kitab St#2,Package#3,Energized,Lot-3,74.25,3272.0,3478.0,6750,"14.198470,44.295226"
2025-05-29,Taiz,Maqbanah,Khrabah,Well,Khrabah & Yahou,Package#3,Energized,Lot-3,33.0,1987.0,2113.0,4100,"13.584505, 43.800340"
2025-05-29,Taiz,Maqbanah,Al Sha'abi,Well,Al Sha'abi,Package#3,Energized,Lot-3,33.0,2787.0,2963.0,5750,"13.57592, 43.844706"
2025-05-29,Taiz,Maqbanah,Al Haigah,Well,Al Haigah,Package#3,Energized,Lot-3,49.5,5419.0,6581.0,12000,"13.576576, 43.849803"
2025-05-29,Taiz,Sharab As Salam,Al Naderah,Well,Al Naderah,Package#3,Energized,Lot-3,33.0,2393.0,2907.0,5300,"13.750536, 43.929618"
2025-05-29,IBB,Al Qafr,Rahab,Clinic,Rahab Hospital,Roll-Out-5,Energized,Lot-3,41.8,5400.0,3600.0,9000,"15.601883, 48.187253"
2025-05-29,Hadramawt,Haridah,Harida,Clinic,Harida District Hospital,Roll-Out-5,Energized,Lot-1,41.8,10800.0,13200.0,24000,"15.566847, 45.401063"
2025-05-29,Ma'rib,Marib,Al-Hazma,Clinic,Al-Hazma Hospital,Roll-Out-5,Energized,Lot-1,52.8,1843.0,1997.0,3840,"15.541517, 45.462395
"
2025-05-29,Ma'rib,Marib,Al-Hazma,Clinic,Al-Fidhiy Health Center,Roll-Out-5,Energized,Lot-1,8.8,2304.0,2496.0,4800,"15.393752, 45.326457"
2025-05-29,Ma'rib,Marib,AlHadba,Clinic,Hadbaa Al Oushan Health Center,Roll-Out-5,Energized,Lot-1,22.0,2534.0,2746.0,5280,"15.444634,45.399807"
2025-05-29,Ma'rib,Marib city,Al Muthanna,Clinic,Al -Muthanna Health Center,Roll-Out-5,Energized,Lot-1,22.0,0.0,16800.0,16800,"15.459100,45.319570"
2025-05-29,Ma'rib,Rahabah,Rahabah,Clinic,Rahabah Rural Hospital,Roll-Out-5,Energized,Lot-3,22.0,3283.0,2797.0,6080,"15.4960034,45.3179526"
2025-05-29,Ma'rib,Mahliyah,Maheliah,Clinic,Maheliah Hospital,Roll-Out-5,Energized,Lot-3,22.0,1382.0,1498.0,2880,"15.5171894,45.4104288"
2025-05-29,Ma'rib,Al Abdiyah,Wadi Laqta'a,Clinic,Ali Abdulmughni Hospital,Roll-Out-5,Energized,Lot-3,22.0,2304.0,2496.0,4800,"15.4148746,45.3764648"
2025-05-29,Ma'rib,Mahliyah,Qaniah,Clinic,Qaniah Health Center,Roll-Out-5,Energized,Lot-3,13.2,1646.0,2681.0,4327,"14.979308,45.486005"
2025-05-29,Ma'rib,Marib city,Marib city,School,Belqes School,Roll-Out-5,Energized,Lot-1,41.8,37169.0,45429.0,82598,"14.538533, 46.830996"
2025-05-29,Ma'rib,Marib city,Al Ashraf,School,Farwa Bin Misik School,Roll-Out-5,Energized,Lot-1,13.2,9650.0,14475.0,24125," 14.851454, 45.530331"
2025-05-29,Ma'rib,Marib,Aal Rashid Munif,School,Saba'a School,Roll-Out-5,Energized,Lot-1,6.6,32187.0,32175.0,64362," 14.329823, 47.448700"
2025-05-29,Ma'rib,Marib,Al Fujayh,School,Khadija School,Roll-Out-5,Energized,Lot-1,13.2,2880.0,1920.0,4800,"14.312942,46.925145"
2025-05-29,Ma'rib,Harib,Jaradha,School,Al Zahraa School,Roll-Out-5,Energized,Lot-1,17.6,4726.0,7089.0,11815,"14.357013,47.066284"
2025-05-29,Shabwah,Ataq,Ataq,Clinic,Ataq Hospital,Roll-Out-5,Energized,Lot-1,112.2,1500.0,2500.0,4000,"12.926389, 45.042500 "
2025-05-29,Shabwah,Ayn,Ain,Clinic,Ain Hospital,Roll-Out-5,Energized,Lot-1,52.8,12500.0,14000.0,26500,"12.910002, 44.975506"
2025-05-29,Shabwah,Mayfaah,Azzan,Clinic,Azzan Hospital,Roll-Out-5,Energized,Lot-1,52.8,4500.0,3500.0,8000,"12.903168, 44.984806"
2025-05-29,Shabwah,As Said,Yashbem,Clinic,Yashbem Health Center,Roll-Out-5,Energized,Lot-1,13.2,1548.0,2040.0,3588,"14.185851, 46.157686"
2025-05-29,Shabwah,Habban,Habban,Clinic,Habban Hospital,Roll-Out-5,Energized,Lot-1,52.8,3444.0,3804.0,7248,"14.234262, 46.141658"
2025-05-29,Aden,Dar Sad,Al-Salam City,Clinic,Al-Emad Health Center,Roll-Out-5,Energized,Lot-1,8.8,2040.0,2268.0,4308,"14.179169, 46.335212"
2025-05-29,Aden,Dar Sad,Al-Lohoum,Clinic,Al-Lohoum Health Center,Roll-Out-5,Energized,Lot-1,13.2,1568.0,2052.0,3620,"13.46079, 44.01882"
2025-05-29,Aden,Dar Sad,Al-Lohoum,Clinic,Alsalam Health Center,Roll-Out-5,Energized,Lot-1,17.6,13728.0,19188.0,32916,"12.9418,43.40846"
2025-05-29,Abyan,Jayshan,Gayshan,Clinic,Geshan Health Center Almsoh,Roll-Out-5,Energized,Lot-1,6.6,1044.0,1248.0,2292,"13.36775,44.14461"
2025-05-29,Abyan,Jayshan,Gaberah,Clinic,Gaberah Health Center,Roll-Out-5,Energized,Lot-1,4.4,4044.0,4236.0,8280,"13.25331,44.26401"
2025-05-29,Abyan,Jayshan,Dara,Clinic,Dara Health Center,Roll-Out-5,Energized,Lot-1,4.4,8149.0,9375.0,17524,"13.29776, 44.13252"
2025-05-29,Taiz,Al Misrakh,Al-Mesrakh,Clinic,Al-Mesrah Hospital,Roll-Out-5,Energized,Lot-2,52.8,4248.0,4752.0,9000,"12.9979,44.97501"
2025-05-29,Taiz,Dhubab,Dhubab,Clinic,Dhubab Hospital,Roll-Out-5,Energized,Lot-2,22.0,2100.0,2844.0,4944,"13.168056, 44.378889"
2025-05-29,Taiz,Sami,Hawrah,Clinic,Hawrah Health Center,Roll-Out-5,Energized,Lot-2,6.6,7000.0,5000.0,12000,"12.627617,43.918857"
2025-05-29,Taiz,Hayfan,Al-Khazajah,Clinic,Al-Khazajah Health Center,Roll-Out-5,Energized,Lot-2,8.8,4776.0,8604.0,13380,"14.400001,45.141378"
2025-05-29,Taiz,Al Mawasit,Hawban Qadas,Clinic,Hawban Qadas Health Center,Roll-Out-5,Energized,Lot-2,6.6,12000.0,13000.0,25000," 14.228602,44.185039"
2025-05-29,Lahj,Tuban,Al-Fuyosh,Clinic,Al-Fuyosh Health Center,Roll-Out-5,Energized,Lot-2,8.8,15600.0,20400.0,36000," 15.236519,44.263791"
2025-05-29,Lahj,Tur Al Bahah,Al-Ghawol,Clinic,Al-Ghawol Health Center,Roll-Out-5,Energized,Lot-2,6.6,4440.0,5040.0,9480,"15.2256, 44.74247"
2025-05-29,Lahj,Al Madaribah Wa Al Aarah,Ras Al-Arah,Clinic,Ras Al-Arah Hospital,Roll-Out-5,Energized,Lot-2,22.0,6423.0,6115.0,12538,"16.84941,43.93279"
2025-05-29,Al Bayda,Ash Sharyah,Sare'a Al-Ghneem,Clinic,Sare'a Al-Ghneem Hospital,Roll-Out-5,Energized,Lot-3,17.6,282.0,259.0,541,"16.93285, 44.31236"
2025-05-29,Sana'a,Sanaa City Outskirts -Sanhan wa Bani Bahlul,Hezyaz,Clinic,Al-Qawbari Medical Complex,Roll-Out-5,Energized,Lot-3,17.6,4927.0,4734.0,9661,"15.969091,43.469845"
2025-05-29,Sana'a,Khawlan,Al-Lawn,Clinic,Al-Lawn Health Center,Roll-Out-5,Energized,Lot-3,6.6,2784.0,2220.0,5004,"15.9776471,43.190241"
2025-05-29,Sa'dah,Kitaf wa Al Boqa,Al-Sahlin,Clinic,Al-Sahlin Health Center,Roll-Out-5,Energized,Lot-3,8.8,0.0,1400.0,1400," 14.899631, 44.992913"
2025-05-29,Sa'dah,Al Hashwah,Al-Jafira,Clinic,Al-Jafira Health Center,Roll-Out-5,Energized,Lot-3,6.6,748.0,755.0,1503," 14.718932, 45.203847"
2025-05-29,Hajjah,Al Miftah,Al-Jowanah,Clinic,Al-Jowanah Health Cnter,Roll-Out-5,Energized,Lot-3,4.4,2109.0,2241.0,4350," 14.665379, 45.358541"
2025-05-29,Hajjah,Abs,Abs,Clinic,Abs Dialysis Center,Roll-Out-5,Energized,Lot-3,52.8,9600.0,14400.0,24000," 14.550268, 45.302269"
2025-05-29,Hajjah,Al Mahabishah,Bani Haydan,School,Al-Fawz School,Roll-Out-5,Energized,Lot-3,6.6,157.0,104.0,261,"15.953611,43.38722"
2025-05-29,Al Mahwit,Hufash,Ghawiah,Clinic,Ghawiah Health Center,Roll-Out-5,Energized,Lot-3,6.6,1680.0,2520.0,4200,"15.441061,43.393448"
2025-05-29,Al Mahwit,Melhan,Al Ma'azibah,Clinic,Al Ma'azibah Health Center,Roll-Out-5,Energized,Lot-3,6.6,960.0,1800.0,2760,"15.357336, 43.284724"
2025-05-29,Al Mahwit,Melhan,Badah Al Sofla'a,Clinic,Badah Al Sofla'a Health Center,Roll-Out-5,Energized,Lot-3,4.4,1080.0,1560.0,2640,"15.295175, 43.283267"
2025-05-29,Al Hodeidah,Al Mansuriyah,Dir Al Moalim,Clinic,Dir Al Moalim Health Center,Roll-Out-5,Energized,Lot-3,6.6,3600.0,6000.0,9600,"14.685547, 43.366813"
2025-05-29,Al Hodeidah,Al Mansuriyah,Al-Ligam,Clinic,Al-Ligam Health Center,Roll-Out-5,Energized,Lot-3,6.6,3840.0,5760.0,9600,"14.6390592, 43.419151"
2025-05-29,Al Hodeidah,Bura,Al-Riqab,Clinic,Al-Riqab Health Center,Roll-Out-5,Energized,Lot-3,8.8,4150.0,6209.0,10359,"14.884348, 43.466418"
2025-05-29,Amanat Al Asimah,Bani Al Harith,Bait Handhel,Clinic,Bait Handhel Health Center,Roll-Out-5,Energized,Lot-3,13.2,15000.0,20000.0,35000," 15.520937, 44.208652"
2025-05-29,Amanat Al Asimah,Bani Al Harith,Bani A'asim,Clinic,Bani A'asim Health Center,Roll-Out-5,Energized,Lot-3,13.2,13000.0,15000.0,28000,"  15.554982, 44.281653"
2025-05-29,Sana'a,Hamdan,Hamdan,Well,AL-DAMAM&ALSANAFI,Package#4,Contract awarded,Lot-1,24.75,2074.0,2246.0,4320,"13.88002,45.16883"
2025-05-29,Sana'a,Jihanah,Jihanah,Well,Al-Ma'ayanah Al-Misrak,Package#4,Contract awarded,Lot-1,16.5,4147.0,4493.0,4320,"15.400911,44.031346"
2025-05-29,Al Hodeidah,Alluhayah,Alluhayah,Well,Al Khawbah,Package#4,Contract awarded,Lot-1,66.0,1728.0,1872.0,4320,"13.31664,44.07559"
2025-05-29,Al Hodeidah,Al Jarrahi,Al Jarrahi,Well,Al Mota'ah,Package#4,Contract awarded,Lot-1,8.25,1958.0,2122.0,2400,"15.633614,42.818439"
2025-05-29,Ibb,Badan,Badan,Well,Ras Dalal Stage-1,Package#4,Contract awarded,Lot-2,41.25,1267.0,1373.0,3600,"14.011322 , 44.305884"
